titre,entreprise,ville,contrat,date,lien,source,date_expiration
Public Engagement Assistant,Ambassade des Etats Unies au Sénégal,"Dakar, Sénégal",CDD,2026-04-01,https://www.emploidakar.com/offre-demploi/public-engagement-assistant/,emploidakar,
Responsable Pédagogique,Genius Academy,"Thiès, Sénégal",CDD,2026-03-31,https://www.emploidakar.com/offre-demploi/genius-academy-thies-cdd-cdi-prestation-de-services-responsable-pedagogique/,emploidakar,
Technicien Electromécanicien,Société industrielle,"Rufisque, Dakar",Stage,2026-03-31,https://www.emploidakar.com/offre-demploi/societe-industrielle-rufisque-stage-technicien-electromecanicien/,emploidakar,
Responsable Exploitation Hotel,Importante Société de la Place,"Somone, Sénégal",CDD,2026-03-31,https://www.emploidakar.com/offre-demploi/importante-societe-de-la-place-somone-senegal-cdd-cdi-responsable-exploitation-hotel/,emploidakar,
Chauffeur,Ambassade des États-Unis à Dakar,"Dakar, Sénégal",CDI,2026-03-31,https://www.emploidakar.com/offre-demploi/ambassade-des-etats-unis-a-dakar-dakar-senegal-cdi-chauffeur/,emploidakar,
Consultant Support FAI avec expertise N1,Alten Sénégal,"Dakar, Sénégal",Stage,2026-03-31,https://www.emploidakar.com/offre-demploi/alten-senegal-dakar-senegal-stage-consultant-support-fai-avec-expertise-n1/,emploidakar,
Commercial B2B,REGIPUB,"Dakar, Sénégal",CDD,2026-03-31,https://www.emploidakar.com/offre-demploi/regipub-dakar-senegal-cdd-cdi-commercial-b2b/,emploidakar,
Cuisinière professionnelle,SB Services,"Grand Mbao, Dakar",Prestation de Services,2026-03-31,https://www.emploidakar.com/offre-demploi/sb-services-grand-mbao-prestation-de-services-cuisiniere-professionnelle/,emploidakar,
Assistant.e au primaire bilingue,Vision Trilingual School,"Lot 27, Ngor Almadies, Dakar",CDD,2026-03-31,https://www.emploidakar.com/offre-demploi/vision-trilingual-school-lot-27-ngor-almadies-dakar-cdd-prestation-de-services-assistant-e-au-primaire-bilingue/,emploidakar,
Agent Enquêteur,Elite RH,"Dakar, Sénégal",Prestation de Services,2026-03-31,https://www.emploidakar.com/offre-demploi/elite-rh-dakar-prestation-de-services-agent-enqueteur/,emploidakar,
Commerciaux,Société de la place,"Dakar, Sénégal",CDD,2026-03-31,https://www.emploidakar.com/offre-demploi/societe-de-la-place-dakar-senegal-cdd-commerciaux/,emploidakar,
Business Analyst,Africa Global Logistics,"Dakar, Sénégal",CDI,2026-03-31,https://www.emploidakar.com/offre-demploi/africa-global-logistics-dakar-senegal-cdi-business-analyst/,emploidakar,
Enseignant Bilingue,Vision Trilingual School,"Lot 27, Zone 4, Ngor Almadies",CDD,2026-03-31,https://www.emploidakar.com/offre-demploi/vision-triligual-school-lot-27-zone-4-ngor-almadies-cdd-enseignant-bilingue/,emploidakar,
Contrôleur de Gestion,Africa Global Logistics,"Dakar, Sénégal",CDI,2026-03-31,https://www.emploidakar.com/offre-demploi/africa-global-logistics-dakar-senegal-cdi-controleur-de-gestion/,emploidakar,
Chef de la sécurité,Dangote Cement Senegal,"Pout, Thiès",CDI,2026-03-31,https://www.emploidakar.com/offre-demploi/dangote-cement-senegal-pout-thies-cdi-chef-de-la-securite/,emploidakar,
Emerging Leaders Trainee Programme,West Africa Farms,"Saint-Louis, Sénégal",Stage,2026-03-31,https://www.emploidakar.com/offre-demploi/west-africa-farms-saint-louis-senegal-stage-emerging-leaders-trainee-programme/,emploidakar,
"Assistant(e) administratif(ve), achats et comptabilité",JICA,"Dakar, Sénégal",CDI,2026-03-31,https://www.emploidakar.com/offre-demploi/eco-afrique-dakar-senegal-cdi-assistante-administratifve-achats-et-comptabilite/,emploidakar,
Assistant(e) de Direction,Eco Afrique,"Dakar, Sénégal",CDI,2026-03-31,https://www.emploidakar.com/offre-demploi/eco-afrique-dakar-senegal-cdi-assistante-de-direction/,emploidakar,
Chargé de Suivi-Évaluation,FHI 360,"Dakar, Sénégal",CDD,2026-03-31,https://www.emploidakar.com/offre-demploi/me-officer/,emploidakar,
Chauffeur Livreur Tricycle (Moto 3 roues),Kuikdel,"Dakar, Sénégal",Prestation de Services,2026-03-31,https://www.emploidakar.com/offre-demploi/kuikdel-dakar-prestation-de-services-chauffeur-livreur-tricycle-moto-3-roues-dakar/,emploidakar,
Agent externe restaurant,Société de la place,"Dakar, Sénégal",Prestation de Services,2026-03-31,https://www.emploidakar.com/offre-demploi/jakarta-dakar-prestation-de-services-agent-externe-restaurant/,emploidakar,
IWG – Partnership Sales Lead,IWG,"Dakar, Sénégal",CDI,2026-03-31,https://www.emploidakar.com/offre-demploi/iwg-dakar-senegal-cdi-iwg-partnership-sales-lead/,emploidakar,
Coordinateur.rice régional.e pédagogique Afrique,Médecins Sans Frontières,"Dakar, Sénégal",CDD,2026-03-31,https://www.emploidakar.com/offre-demploi/medecins-sans-frontieres-dakar-senegal-cdd-cdi-coordinateur-rice-regional-e-pedagogique-afrique/,emploidakar,
Responsable Fiscalité et Conformité,Dangote Cement Senegal,"Dakar, Sénégal",CDI,2026-03-31,https://www.emploidakar.com/offre-demploi/dangote-cement-senegal-dakar-senegal-cdi-responsable-fiscalite-et-conformite/,emploidakar,
consultant Expert Socio ou Agroéconomiste,Société Internationale d'Ingénierie Conseil,"Dakar, Sénégal",CDD,2026-03-30,https://www.emploidakar.com/offre-demploi/societe-internationale-dingenierie-conseil-dakar-cdd-cdi-avis-international-de-recrutement-dun-consultant-agro-socio-economiste-ou-socio-economiste/,emploidakar,
Responsable Atelier Mécanique et Coordination,Topwork,"Dakar, Sénégal",CDI,2026-03-30,https://www.emploidakar.com/offre-demploi/topwork-dakar-senegal-cdi-responsable-atelier-mecanique-et-coordination/,emploidakar,
Commercial Sédentaire / Téléprospecteur (H/F),Techgal,Sénégal (Télétravail),Prestation de Services,2026-03-30,https://www.emploidakar.com/offre-demploi/techgal-teletravail-prestation-de-services-commercial-sedentaire-teleprospecteur-h-f/,emploidakar,
Responsable de Production Extursion,Topwork,"Dakar, Sénégal",CDI,2026-03-30,https://www.emploidakar.com/offre-demploi/topwork-dakar-senegal-cdi-responsable-de-production-extursion/,emploidakar,
Project Manager,GFA Consulting Group GmbH,"Dakar, Sénégal",CDD,2026-03-30,https://www.emploidakar.com/offre-demploi/gfa-consulting-group-gmbh-dakar-cdi-project-manager-2/,emploidakar,
Aide Gouvernante,MMBC,"Dakar, Sénégal",CDI,2026-03-30,https://www.emploidakar.com/offre-demploi/mmbc-dakar-cdi-aide-gouvernante/,emploidakar,
Maitre d’Hotel,MMBC,"Almadies, Dakar, Sénégal",CDI,2026-03-30,https://www.emploidakar.com/offre-demploi/mmbc-almadies-dakar-senegal-cdi-maitre-dhotel/,emploidakar,
Agents de nettoyage,AMINE GROUP,"Dakar, Sénégal",Prestation de Services,2026-03-30,https://www.emploidakar.com/offre-demploi/amine-group-dakar-prestation-de-services-stage-agents-de-nettoyage/,emploidakar,
Assistant RH,Beta Services,"Dagana, Sénégal",CDD,2026-03-30,https://www.emploidakar.com/offre-demploi/beta-services-dagana-cdd-assistant-rh/,emploidakar,
Assistant Caissier et commercial,Beta Services,"Dakar, Sénégal",Stage,2026-03-30,https://www.emploidakar.com/offre-demploi/beta-services-dakar-stage-assistant-caissier-et-commercial/,emploidakar,
Assistante Commerciale résidante à Tambacounda,GK Invest Sénégal,"Tambacounda, Sénégal",CDD,2026-03-30,https://www.emploidakar.com/offre-demploi/gk-invest-senegal-tambacounda-cdd-assistante-commerciale-residante-a-tambacounda/,emploidakar,
Global Assurance Manager,Plan International,"Dakar, Sénégal",CDD,2026-03-30,https://www.emploidakar.com/offre-demploi/plan-international-dakar-senegal-cdd-global-assurance-manager/,emploidakar,
Superviseur HSE,GPF,"Dakar, Sénégal",CDD,2026-03-30,https://www.emploidakar.com/offre-demploi/gpf-dakar-senegal-cdd-superviseur-hse/,emploidakar,
Superviseur Génie Civil,GPF,"Dakar, Sénégal",CDD,2026-03-30,https://www.emploidakar.com/offre-demploi/gpf-dakar-senegal-cdd-superviseur-genie-civil/,emploidakar,
Assistant de passation de marchés,IUCN,"Dakar, Sénégal",CDD,2026-03-30,https://www.emploidakar.com/offre-demploi/iucn-dakar-senegal-cdd-assistant-de-passation-de-marches/,emploidakar,
Référent.e Maladies Non Transmissibles,Médecins Sans Frontières,"Dakar, Sénégal",CDI,2026-03-30,https://www.emploidakar.com/offre-demploi/medecins-sans-frontieres-dakar-senegal-cdd-referent-e-maladies-non-transmissibles-f-h/,emploidakar,
Assistant(e) Administratif(ve) et Qualité,Importante Société de la Place,"Dakar, Sénégal",CDD,2026-03-30,https://www.emploidakar.com/offre-demploi/importante-societe-de-la-place-dakar-senegal-cdd-cdi-assistante-administratifve-et-qualite/,emploidakar,
Agent Assurance Qualité / Contrôle Qualité,AMD Corporate,"Dakar, Sénégal",CDD,2026-03-30,https://www.emploidakar.com/offre-demploi/amd-corporate-dakar-senegal-cdd-cdi-agent-assurance-qualite-controle-qualite/,emploidakar,
Expert-Comptable,AMD Corporate,"Dakar, Sénégal",CDD,2026-03-30,https://www.emploidakar.com/offre-demploi/amd-corporate-dakar-senegal-cdd-cdi-expert-comptable/,emploidakar,
Regional Infrastructure Advisor,UNOPS,"Dakar, Sénégal",CDD,2026-03-30,https://www.emploidakar.com/offre-demploi/unops-dakar-senegal-cdd-regional-infrastructure-advisor/,emploidakar,
Internal Auditor,Wave Mobile Money,"Dakar, Sénégal",CDD,2026-03-30,https://www.emploidakar.com/offre-demploi/wave-mobile-money-dakar-senegal-cdd-internal-auditor-2/,emploidakar,
Cash-Based Interventions Officer,IOM,"Dakar, Sénégal",CDD,2026-03-30,https://www.emploidakar.com/offre-demploi/iom-dakar-senegal-cdd-cash-based-interventions-officer/,emploidakar,
50 Jeunes Volontaires,Union Africaine,Afrique,CDD,2026-03-30,https://www.emploidakar.com/offre-demploi/union-africaine-afrique-cdd-50-jeunes-volontaires/,emploidakar,
Conducteur Travaux CVCD & Plomberie,VINCI Energies Sénégal,"Dakar, Sénégal",CDI,2026-03-30,https://www.emploidakar.com/offre-demploi/vinci-energies-senegal-dakar-senegal-cdi-conducteur-travaux-cvcd-plomberie/,emploidakar,
Bilingual HR Operations,Top Work,"Saint-Louis, Sénégal",CDD,2026-03-30,https://www.emploidakar.com/offre-demploi/top-work-saint-louis-senegal-cdd-cdi-bilingual-hr-operations/,emploidakar,
Ingénieur Génie Civil Bilingue,Top Work,"Saint-Louis, Sénégal",CDD,2026-03-30,https://www.emploidakar.com/offre-demploi/top-work-saint-louis-senegal-cdd-cdi-ingenieur-genie-civil-bilingue/,emploidakar,
Ingénieur Achat,Top Work,"Saint-Louis, Sénégal",CDD,2026-03-30,https://www.emploidakar.com/offre-demploi/top-work-saint-louis-senegal-cdd-cdi-ingenieur-achat/,emploidakar,
Ferrailleurs,Top Work,"Saint-Louis, Sénégal",CDD,2026-03-30,https://www.emploidakar.com/offre-demploi/top-work-saint-louis-senegal-cdd-ferrailleurs/,emploidakar,
Coffreurs,Top Work,"Saint-Louis, Sénégal",CDD,2026-03-30,https://www.emploidakar.com/offre-demploi/top-work-saint-louis-senegal-cdd-coffreurs/,emploidakar,
Stagiaire Communication & Marketing Digital,Myfavagency,"Ouakam, Dakar",Stage,2026-03-30,https://www.emploidakar.com/offre-demploi/stagiaire-communication-marketing-digital/,emploidakar,
Commercial Terrain (H/F),Global Talent HR,"Dakar, Sénégal",Prestation de Services,2026-03-30,https://www.emploidakar.com/offre-demploi/global-talent-hr-dakar-prestation-de-services-commercial-terrain-h-f-dakar/,emploidakar,
"Stagiaires Développeurs Frontend, Backend & Web/Mobile (H/F)",Stars Investment Group,"Dakar, Sénégal",Stage,2026-03-30,https://www.emploidakar.com/offre-demploi/stars-investment-group-dakar-stage-offre-de-stage-developpeurs-frontend-backend-web-mobile-h-f/,emploidakar,
Commercial ERP / Odoo (H/F),ODSYS Africa,"Dakar, Sénégal",CDI,2026-03-30,https://www.emploidakar.com/offre-demploi/odsys-africa-dakar-cdi-commercial-erp-odoo-h-f/,emploidakar,
Participants – Programmes Internationaux AIESEC (Volunteer / Talent / Teacher),AIESEC in Senegal,"International (130+ pays – MEA, Europe, Asie, Amériques)",CDD,2026-03-30,https://www.emploidakar.com/offre-demploi/aiesec-in-senegal-international-130-pays-mea-europe-asie-ameriques-cdd-cdi-stage-participants-programmes-internationaux-aiesec-volunteer-talent-teacher/,emploidakar,
Tailleur Costume sur mesure,Ûssû suits,"Liberté 6 extension, Dakar",CDD,2026-03-27,https://www.emploidakar.com/offre-demploi/ussu-suits-liberte-6-extension-cdd-cdi-prestation-de-services-tailleur-costume-sur-mesure/,emploidakar,
Commerciaux,Agence RH,"Dakar, Sénégal",CDD,2026-03-27,https://www.emploidakar.com/offre-demploi/agence-rh-dakar-cdd-commerciaux/,emploidakar,
Agent commercial,CSS,"Dakar, Sénégal",CDD,2026-03-27,https://www.emploidakar.com/offre-demploi/agent-commercial/,emploidakar,
Conducteur Travaux CVCD & plomberie,VINCI Energies Sénégal,"Dakar, Sénégal",CDI,2026-03-27,https://www.emploidakar.com/offre-demploi/conducteur-travaux-cvcd-plomberie/,emploidakar,
Manager Achat & Moyens généraux,ALTEN Sénégal,"Dakar, Sénégal",CDI,2026-03-27,https://www.emploidakar.com/offre-demploi/alten-senegal-dakar-senegal-cdi-manager-achat-moyens-generaux/,emploidakar,
"Directeur(rice) Technique pour la santé maternelle, Néonatale et infantile et Nutrition",FHI 360,"Dakar, Sénégal",CDD,2026-03-27,https://www.emploidakar.com/offre-demploi/directeurrice-technique-pour-la-sante-maternelle-neonatale-et-infantile-et-nutrition/,emploidakar,
Directeur Exécutif des Vaccins et de Bioproduction (CVO),Institut Pasteur de Dakar,"Dakar, Sénégal",CDD,2026-03-27,https://www.emploidakar.com/offre-demploi/directeur-executif-des-vaccins-et-de-bioproduction-cvo/,emploidakar,
Consultant Support FAI,Alten Sénégal,"Dakar, Sénégal",Stage,2026-03-27,https://www.emploidakar.com/offre-demploi/alten-senegal-dakar-senegal-stage-consultant-support-fai/,emploidakar,
Responsable régional,Pulse et PPI,"Dakar, Sénégal",CDI,2026-03-27,https://www.emploidakar.com/offre-demploi/responsable-regional/,emploidakar,
Regional Business Development Director,Plan International,"Dakar, Sénégal",CDD,2026-03-27,https://www.emploidakar.com/offre-demploi/regional-business-development-director/,emploidakar,
Chargé de support technique,GPF-SN,"Dakar, Sénégal",CDD,2026-03-27,https://www.emploidakar.com/offre-demploi/charge-de-support-technique/,emploidakar,
UI/UX DESIGNER,Afric Management,"Dakar, Sénégal",CDD,2026-03-27,https://www.emploidakar.com/offre-demploi/ui-ux-designer-2/,emploidakar,
Chargé(e) de Support Administratif,GPF,"Dakar, Sénégal",CDD,2026-03-27,https://www.emploidakar.com/offre-demploi/gpf-dakar-senegal-cdd-chargee-de-support-administratif/,emploidakar,
03 Coordonnateurs de Terrain Rotationnels,Sama Mbey (myAgro),Sénégal,CDD,2026-03-27,https://www.emploidakar.com/offre-demploi/sama-mbey-myagro-senegal-cdd-03-coordonnateurs-de-terrain-rotationnel-2/,emploidakar,
Gérante institut de beauté soins et bien être,Une entreprise de la place,"Almadies, Dakar, Sénégal",CDD,2026-03-26,https://www.emploidakar.com/offre-demploi/une-entreprise-de-la-place-almadies-cdd-cdi-prestation-de-services-stage-gerante-institut-de-beaute-soins-et-bien-etre/,emploidakar,
Qualiticien Terrain,Elite RH,"Dakar, Sénégal",CDD,2026-03-26,https://www.emploidakar.com/offre-demploi/elite-rh-dakar-cdd-qualiticien-terrain/,emploidakar,
Télévendeurs,Adm Value Sénégal,"Point E, Dakar",Stage,2026-03-26,https://www.emploidakar.com/offre-demploi/adm-value-senegal-point-e-dakar-immeuble-yaye-fatou-dieng-rue-de-ziguichor-stage-televendeurs-2/,emploidakar,
Comptable,Azalai Hotels,"Dakar, Sénégal",CDD,2026-03-26,https://www.emploidakar.com/offre-demploi/comptable/,emploidakar,
Assistant chef comptable,Azalai Hotels,"Dakar, Sénégal",CDD,2026-03-26,https://www.emploidakar.com/offre-demploi/assistant-chef-comptable/,emploidakar,
Deux (2) premiers Commis de Cuisine,Axil Hotels,"Dakar, Sénégal",CDD,2026-03-26,https://www.emploidakar.com/offre-demploi/deux-2-premiers-commis-de-cuisine/,emploidakar,
Gestionnaire de Portefeuille,CGF Bourse,"Dakar, Sénégal",CDD,2026-03-26,https://www.emploidakar.com/offre-demploi/gestionnaire-de-portefeuille/,emploidakar,
Télévendeurs – AnyVan Sénégal,AnyVan,"Africaworks, 10700 Allées Seydou Nourou TALL",CDI,2026-03-26,https://www.emploidakar.com/offre-demploi/anyvan-africaworks-10700-allees-seydou-nourou-tall-cdi-televendeurs-anyvan-senegal/,emploidakar,
Conseiller technique régional STRIDES,FHI 360,"Dakar, Sénégal",CDD,2026-03-26,https://www.emploidakar.com/offre-demploi/conseiller-technique-regional-strides/,emploidakar,
Administrateur/trice comptable,COMI – Cooperazione per il Mondo in via di Sviluppo,"Kaffrine, Sénégal",CDD,2026-03-26,https://www.emploidakar.com/offre-demploi/administrateur-trice-comptable/,emploidakar,
"Officer, Livelihoods & Resilience",IFRC,"Dakar, Sénégal",CDD,2026-03-26,https://www.emploidakar.com/offre-demploi/ifrc-dakar-senegal-cdd-officer-livelihoods-resilience/,emploidakar,
Merchant Distribution Supervisor,Wave Mobile Money,"Dakar, Sénégal",CDD,2026-03-26,https://www.emploidakar.com/offre-demploi/wave-mobile-money-dakar-senegal-cdd-merchant-distribution-supervisor/,emploidakar,
Spécialiste Marketing et Communication,Eureka Consulting International,"Dakar, Sénégal",CDI,2026-03-25,https://www.emploidakar.com/offre-demploi/eureka-consulting-international-dakar-senegal-cdi-specialiste-marketing-et-communication-2/,emploidakar,
CHAUFFEUR PRIVÉ / FAMILIAL À THIÈS,Top Management 24,THIES,Prestation de Services,2026-03-25,https://www.emploidakar.com/offre-demploi/top-management-24-diourbel-dakar-cdd-technicien-operationnel-injection-plastique/,emploidakar,
SN Merchant Account Supervisor,Wave Mobile Money,"Dakar, Sénégal",CDD,2026-03-25,https://www.emploidakar.com/offre-demploi/wave-mobile-money-dakar-senegal-cdd-sn-merchant-account-supervisor/,emploidakar,
(288) Agents de collecte,ANSD,"Dakar, Sénégal",CDD,2026-03-25,https://www.emploidakar.com/offre-demploi/288-agents-de-collecte/,emploidakar,
Candidates au Mariage (Femmes Uniquement),Agence de mariage sélective à Dakar,Sénégal,,2026-03-25,https://www.emploidakar.com/offre-demploi/agence-de-mariage-selective-a-dakar-senegal-prestation-de-services-candidates-au-mariage/,emploidakar,
